Task One
Query Time: 0.2077951431274414
Overall average: 0.3028222024786125
averages: http://www.950.net: 0.2727272727272727
http://www.barburrentals.com: 0.24444444444444444
http://www.pokecommunity.com: 0.46875
http://www.warehouseone.net: 0.37142857142857144
http://brookfieldct.areaconnect.com: 0.17777777777777778
http://ilovetomdelay.com: 0.2222222222222222
http://www.markleymotorsinc.com: 0.4
http://www.emgames.com: 0.3142857142857143
http://gallery2.org: 0.13157894736842105
http://www.columbus.worldweb.com: 0.48484848484848486
http://www.lookatvideo.com: 0.28205128205128205
http://www.visitroseburg.com: 0.2682926829268293
http://www.alliancemusic.com: 0.2682926829268293
http://www.advanticom.com: 0.2972972972972973
http://www.prounione.urbe.it: 1.0
http://www.capitalxtra.on.ca: 0.21428571428571427
http://www.december.com: 0.16666666666666666
http://www.tamihoag.com: 0.48148148148148145
http://www.hiramhunter.com: 0.3157894736842105
http://fsnews.findlaw.com: 0.35294117647058826
http://www.ebicep.com: 0.41379310344827586
http://www.stuartsod.com: 0.32432432432432434
http://www.patscap.com: 0.3235294117647059
http://www.ling.hawaii.edu: 0.21951219512195122
http://www.webagencies.com: 0.4
http://www.shadowofthebear.com: 0.23214285714285715
http://mailman.jabber.org: 0.15789473684210525
http://bigshark.com: 0.39285714285714285
http://www.clevelandplayhouse.com: 0.2391304347826087
http://www.esscoaircraft.com: 1.0
http://www.lakedirectory.com: 0.2682926829268293
http://www.origami-instructions.com: 0.325
http://links.puregraffiti.com: 0.24390243902439024
http://www.lilithsaintcrow.com: 0.39473684210526316
http://ufoevidence.org: 0.12195121951219512
http://www.shopthedog.com: 0.21621621621621623
http://www.etanningbeds.com: 0.14285714285714285
http://www.billstevenson.org: 0.358974358974359
http://www.veins.com: 0.3333333333333333
http://www.emedical.com.au: 0.34210526315789475
http://34041.nkcweb9.info: 0.11363636363636363
http://www.dgho.de: 0.2727272727272727
http://www.aawm.org: 0.2647058823529412
http://www.primetickets.com: 0.2682926829268293
http://www.vintagepostersnyc.com: 0.3023255813953488
http://www.finearts.cmu.ac.th: 0.2222222222222222
http://credit-counseling-services.debt-consolidati: 0.25396825396825395
http://www.cs.queensu.ca: 0.25
http://www.theatonnas.com: 0.2894736842105263
http://cardgamespoker.info: 0.16
http://www.bloomsburgsportsplex.com: 0.28888888888888886
http://nameless.uw.hu: 0.15789473684210525
http://forum.alexanderpalace.org: 0.17391304347826086
http://ap3server.martin.fl.us:7778: 0.17391304347826086
http://www.goldenbaseball.com: 0.2619047619047619
http://www.loanshoppers.net: 0.21428571428571427
http://www.bonapools.com: 0.42857142857142855
http://www.curiosityzone.com: 0.2564102564102564
http://smalloutboards.com: 0.16666666666666666
http://www.rctc.edu: 0.34375
http://www.babychoice.com: 0.3611111111111111
http://www.zonelabs.com: 0.29411764705882354
http://www.psoriasisfishcure.com: 0.24444444444444444
http://www.finnishamericanreporter.com: 0.2916666666666667
http://www.tnoutdoorsmen.com: 0.2682926829268293
http://www.morrowind.com: 0.5
http://choas2.tripod.com: 0.1951219512195122
http://www.biltmorehotel.com: 0.3684210526315789
http://www.linksinc.org: 0.36666666666666664
http://www.bacb.com: 0.3870967741935484
http://www.orthodoxinfo.com: 0.34210526315789475
http://www.valleytrailerproducts.com: 0.2619047619047619
http://www.spfld-museum-of-art.org: 0.25
http://supermodelpages.com: 0.16279069767441862
http://www.funnypoets.com: 0.3939393939393939
http://www.belowcostappliances.com: 0.2608695652173913
http://smirk.herts.ac.uk: 0.11627906976744186
http://www.hfsfcu.org: 0.25
http://www.babyinfoweb.com: 0.5357142857142857
http://www.bentcreekgolfcourse.com: 0.3023255813953488
http://www.heco-audio.de: 0.23076923076923078
http://roosevelt.fresno.k12.ca.us: 0.09615384615384616
http://www.buscentral.com: 0.42424242424242425
http://www.hendrickmfg.net: 0.4
http://www.suffolk.va.us: 0.23076923076923078
http://www.blue-job.co.uk: 0.32432432432432434
http://www.coolstuffontv.com: 0.2631578947368421
http://www.scifair.org: 0.24324324324324326
http://www.aisd.org: 0.6190476190476191
http://web.missouri.edu: 0.25
http://www.drwrite.com: 0.3142857142857143
http://www.reddog.org: 0.17142857142857143
http://www.bobbeauprez.com: 0.25
http://www.1ezconsulting.com: 0.358974358974359
http://www.cap-nat.com: 0.3142857142857143
http://www.hugonews.com: 0.5
http://www.bionet.schule.de: 0.3142857142857143
http://members.noweighteen.com: 0.13953488372093023
http://spybot.info: 0.13513513513513514
http://lorainboe.erienet.net: 0.17073170731707318
http://i.ncta.com: 0.2857142857142857
http://www.healthtouch.com: 0.28205128205128205
http://www.sacramentotrap.com: 0.35
http://www.ufcw428.org: 0.24324324324324326
http://www.qpcc.org: 0.3125
http://www.thomas-tool.com: 0.28205128205128205
http://www.education.purdue.edu: 0.20454545454545456
http://teachers.net: 0.175
http://www.sfhga.com: 0.5652173913043478
http://www.digi-graph.net: 0.225
http://www.greaterlosangeles.worldweb.com: 0.37209302325581395
http://www.daycare4u.com: 0.42424242424242425
http://www.1001boats.com: 0.2972972972972973
http://reggae.abcwebservices.com: 0.375
http://www.lin.ca: 0.28125
http://www.allabouttruth.org: 0.25
http://www.simplybirthdaystuff.com: 0.23404255319148937
http://www.monopoly.com: 0.34210526315789475
http://www.opsb.state.md.us: 0.21428571428571427
http://www.mirg.org: 0.2647058823529412
http://www.pttc.org: 0.2647058823529412
http://www.endurancemag.com: 0.39473684210526316
http://www.cuyahogalibrary.com: 0.34210526315789475
http://www.c2csurveys.com: 0.45161290322580644
http://www.autobusiness.net: 0.1276595744680851
http://www.alterracoffee.com: 0.3
http://adult-gift-gag-prank.edenfantasys.com: 1.0
http://phoenix.backpage.com: 0.1590909090909091
http://www.halfvalue.com: 0.18181818181818182
http://www.fontainebleau.com: 0.325
http://www.plano.com: 0.3333333333333333
http://www.beverlyhills.com: 0.3076923076923077
http://www.murphsplace.com: 0.28205128205128205
http://www.americandesignfurniture.com: 0.4878048780487805
http://www.worldhotels.com: 0.3157894736842105
http://www.minwax.com: 0.41379310344827586
http://popstarr.tripod.com: 0.18604651162790697
http://collettassociates.com: 0.15555555555555556
http://gsleaders.org: 0.13333333333333333
http://babaka.info: 0.1794871794871795
http://www.readnaturally.com: 0.3783783783783784
http://bettereditor.org: 0.16666666666666666
http://www.surveillance-spy-cameras.com: 0.2826086956521739
http://www.jahworks.org: 0.41935483870967744
http://www.eyemasters.com: 0.3611111111111111
http://www.northvancouverlodging.worldweb.com: 0.19642857142857142
http://cgi.cs.indiana.edu: 0.2903225806451613
http://www.americandiabetes.com: 0.3
http://escorts-b8is.blogspot.com: 0.2391304347826087
http://www.henryfields.com: 0.28205128205128205
http://www.mobile-weblog.com: 0.2682926829268293
http://www.ebmoneness.com: 0.1951219512195122
http://www.gatewayhealthplan.com: 0.24444444444444444
http://www.classicpharmacy.com: 0.358974358974359
http://www.hefty.com: 0.3333333333333333
http://www.libancardealers.com: 0.2558139534883721
http://www.britewhite.com: 0.37142857142857144
http://www.sxc.hu: 0.28125
http://vegetarian.lifetips.com: 1.0
http://www.hamdata.com: 0.3142857142857143
http://www.bellsouthbenefits.com: 1.0
http://www.barrycorbin.net: 0.2972972972972973
http://www.palo.org: 0.2647058823529412
http://www.easternshuttle.com: 0.325
http://www.woodlandscenics.com: 0.40476190476190477
http://www.firstbaptistbloomfield.org: 0.24444444444444444
http://www.fire-pump.com: 0.15555555555555556
http://www.kcc.state.ks.us: 0.2702702702702703
http://scsna.org: 0.14285714285714285
http://womengivingblowjobs.ff4g.com: 0.15555555555555556
http://www.browardschutzhundclub.org: 0.36363636363636365
http://www.rvafla.org: 0.25
http://www.neuroguide.com: 0.2894736842105263
http://mapsquest.tripod.com: 0.2777777777777778
http://www.charmingtails.com: 0.3076923076923077
http://wheelingwriter.com: 0.225
http://www.scpublicity.com: 0.28205128205128205
http://www.tug2.net: 0.2647058823529412
http://www.die-bonn.de: 0.13636363636363635
http://www.colortherapycenter.com: 0.2727272727272727
http://206.107.117.2: 0.16216216216216217
http://www.asapchecks.com: 0.35135135135135137
http://www.chelseacenter.org: 0.2631578947368421
http://www.booksamillioninc.com: 0.27906976744186046
http://www.aragornsfeetlinks.com: 0.38461538461538464
http://www.sticksnstuff.com: 0.275
http://kentuckyderby.nine.com: 0.3023255813953488
http://www.mosaicdownsyndrome.org: 0.35
http://www.elvispresely.com: 0.275
http://www.epbaseball.com: 0.2894736842105263
http://ntl.matrix.com.br: 0.17073170731707318
http://www.southerndrycleanersshow.com: 0.38095238095238093
http://www.plattecity.org: 0.225
http://www.collegeonestop.com: 0.5517241379310345
http://www.icpusa.com: 0.3333333333333333
http://www.creditmd.com: 0.3333333333333333
http://triadtactical.com: 0.225
http://oci.wi.gov: 0.17142857142857143
http://www.paddockpoolsandspas.com: 0.17391304347826086
http://www.afc.gov.au: 0.3235294117647059
